,Project,url_base,url,html_string,html_lang
            --font-color--dark:             rgb(38, 38, 38);

            --primary-color:                rgb(0, 45, 75);
            --primary-color--light:         rgb(166, 217, 227);
            --primary-color--dark:          rgb(12, 34, 59);

            --secondary-color:              rgb(156, 156, 156);
            --secondary-color--light:       rgb(242, 242, 242);
            --secondary-color--dark:        rgb(130, 130, 130);

            --success-color:                rgb(0, 230, 118);
            --warning-color:                rgb(255, 145, 0);
            --error-color:                  rgb(255, 23, 68);

            --navigation-color:             var(--primary-color);
            --navigation-color--mobile:     var(--primary-color);

            --media_copyright_visibility:   0;
            }             :root {
               --paragraph__family:        ""Open Sans"", sans-serif;
               --paragraph__normal:        400;
               --paragraph__bold:          600;
               --headline__family:         ""Open Sans"", sans-serif;
               --headline__weight:         400;
            }/* FONTS */
h1 {color: #002d4b;}
p, li, a, p.notes{font-size: 16px;}
.infotext {font-size: 16px; font-weight: bold;}
.button {font-size: 16px;}
h3 {color:var(--primary-color);}

/* FOOTER */
footer {background-image: url(""/fileadmin/Bilder/Demo/footer.png"");background-size: cover;padding-top: 5vw;background-repeat: no-repeat;border: none;}
footer a {color: white;padding-left: 0}
footer a:hover, footer a:focus {color: var(--primary-color--light);}
footer p {padding-left: 0.5rem;font-size: .875rem;margin-bottom: .5rem;}
footer hr {border: none;border-top: 1px solid var(--primary-color--light);margin: 0 2rem .5rem;width: 100%;  max-width: none;}
.footer__content .text-columns__column a {font-size: .875rem;}
footer .notes {background: rgba(0,0,0,.333);line-height: 2;font-size: 1rem;margin-bottom: .75rem;}
.footer__content { max-width: 64rem;}
.footer__content .text-columns__column:first-child p {position: relative;padding-left: 4.25rem;}
.footer__content .text-columns__column:first-child p.notes {padding-left: .5rem;}
footer p em {font-style: normal;display: block;position: absolute;top: 0;left: .5rem;}
footer p:after {display: block;content: '';clear: both;}

/* SOCIAL ICONS */
.infotext.social-icon a:before {display: inline-block;content: """";width: 30px;height: 30px;font-family: FontAwesome;font-size: 25px;font-weight: normal;-webkit-font-smoothing: antialiased;}
.social-icon.social-icon--facebook a:before {content: ""\f082"";}
.social-icon.social-icon--youtube a:before {content: ""\f166"";}
.social-icon.social-icon--podcast a:before {content: ""\f1bc"";}

p.infotext.icon a {width: max-content;position: relative;}
p.infotext.icon a:before { display: block;content: '';width: 40px;height: 50px;background-image: url(/fileadmin/Bilder/Icons/30px-vvhc-web.jpg);background-repeat: no-repeat;position: relative; float:left;}


/* BUBBLES */
.bubbles {position: fixed;top: 10rem;right: 1rem;}
.bubbles__icon, .bubbles__icon:hover, .bubbles__icon:focus {color: transparent;}
.bubbles__item {width: 64px;height: 64px;border-radius: 64px;background: #002d4b;margin: 0 0 10px;}
.bubbles__icon:before {display: block; content: """";width: 64px; height: 64px;font-family: FontAwesome;color: #fff;line-height: 64px;text-align: center;font-size: 1.5rem;-webkit-font-smoothing: antialiased;}
.bubbles__icon.bubbles__icon--search:before {content: ""\f002"";}
.bubbles__icon.bubbles__icon--contact:before {content: ""\f003"";}
.bubbles__icon.bubbles__icon--feedback:before {content: ""\f005"";}

.bubbles__icon .indexedsearch-form__element {opacity: 0;position: absolute;left: -450px;top: 59px;transition: opacity .5s ease-in-out;}
@media all and (min--moz-device-pixel-ratio:0) and (min-resolution: .001dpcm) {
  .bubbles__icon .indexedsearch-form__element {left: -480px;}
}
.bubbles__icon.bubbles__icon--active .indexedsearch-form__element {opacity:1;transition: opacity .5s ease-in-out;}

.topbutton {right: 1.75rem;}
/* ACCORDION */
.accordion__title {color: var(--primary-color);}
.accordion__info {padding:.375rem 0 .375rem 0;}
.accordion__content--active {padding:.75rem 0 0.75rem 0;}

/* CONTENT CARDS*/
.content-card {
    border: none;
    background: var(--secondary-color--light);
    box-shadow: none; }

.content-card__title {
    font-size: 18.72px;
    color: #002D4B;
    font-weight: 700;
}

/* BACKGROUND */
.toujou-example { 
  background:var(--secondary-color--light);
  padding:3em;
  margin-block-end: 4em;
  margin-block-start: 4em;}

/* HEADERBOX*/
.font--boxed {
    background: var(--secondary-color--light);
    color: #002d4b;
}

.font--boxed:after {
    display: none;
}

.header__image img {
    -o-object-fit: contain;
    object-fit: contain;
    -o-object-position: 50% 100%;
    object-position: 50% 100%;
    font-family: ""object-fit: contain; object-position: 50% 100%"";
}

/*NAVIGATION*/

.navigation-item.navigation-item--second-level>.navigation-item__link, .navigation-item.navigation-item--third-level>.navigation-item__link {color: var(--navigation-color);text-transform: none;}
.navigation-item__link {font-size: 16px;}
@media only screen and (min-width: 64rem) {
  .navigation--main.navigation--fixed {right: 12px;}
  .navigation-item--third-level>.navigation-item__link {white-space: initial;} 
  .navigation-item.navigation-item--second-level, .navigation-item.navigation-item--third-level {min-width:13rem;}
  .navigation--sub-nav {border:var(--navigation-color) solid 3px;}
  
  /*Über n:aip*/
  .navigation.navigation--sub-nav.navigation--second-level.navigation--has-subnav > .navigation-item:first-child {min-width: 12rem;left: -3px;position: relative;}  
  .navigation-item.navigation-item--first-level.navigation-item--hasSubNav:nth-of-type(4) > .navigation--sub-nav:after {width:0;}
  .navigation-item.navigation-item--first-level.navigation-item--hasSubNav:nth-of-type(4) > .navigation--sub-nav .navigation-item--second-level:first-child .navigation--sub-nav {border-top: 0;border-right: 0;}
  .navigation-item.navigation-item--first-level.navigation-item--hasSubNav:nth-of-type(4) > .navigation--sub-nav .navigation-item--second-level:first-child .navigation--sub-nav.navigation--third-level:after {width:6px; border-bottom: 3px solid #33647b;right: -4px;}
  /*Marken*/
  .navigation-item.navigation-item--first-level.navigation-item--hasSubNav:nth-of-type(4) > .navigation--sub-nav .navigation-item--second-level:last-child .navigation--sub-nav {border-top: 0;border-left: 0;border-right: 0;}
  .navigation-item.navigation-item--first-level.navigation-item--hasSubNav:nth-of-type(4) > .navigation--sub-nav .navigation-item--second-level:last-child .navigation--sub-nav.navigation--third-level:after {background: #002d4b;right: -3px;height: calc(100% + 3px);}
}


/*content cards with icon*/
.content-card.content-card--primary {overflow:visible;margin-top: 2rem;}
.content-card__cta {width: 100%;border-radius: 0;}

/*Overlay
#overlay .content-card.content-card--primary:before,
#c1301 + .grid .content-card.content-card--primary:before,
#c2242 + .grid .content-card.content-card--primary:before,
#c2272 + .grid .content-card.content-card--primary:before,
#c2425 + .grid .content-card.content-card--primary:before {
    display: block;
    content: '';
    width: 66px;
    height: 66px;
    position: absolute;
    right: 15px;
    top: -33px;
    background-color: #29b5d4;
    z-index: 1;
    background-image: url(/fileadmin/Bilder/Icons/box_icon_team_alpha.png);
    border-radius: 50px;
    background-position: center;
}*/

#overlay .content-card.content-card--primary .content-card__cta,
#c1301 + .grid .content-card.content-card--primary .button,
#c2242 + .grid .content-card.content-card--primary .content-card__cta{background-color: #29b5d4;} 

#overlay .card-grid__column:nth-of-type(2) .content-card.content-card--primary:before,
#c1301 + .grid .card-grid__column:nth-of-type(2) .content-card.content-card--primary:before {background-color: #002d4b; background-image: url(/fileadmin/Bilder/Icons/box_icon_aesculap_alpha.png);}
#overlay .card-grid__column:nth-of-type(2) .content-card.content-card--primary .button,
#c1301 + .grid .card-grid__column:nth-of-type(2) .content-card.content-card--primary .button {background-color: #002d4b;}
#overlay .card-grid__column:nth-of-type(2) .content-card__cta,
#c1301 + .grid .card-grid__column:nth-of-type(2) .content-card__cta {background-color: #002d4b;}
#overlay .card-grid__column:nth-of-type(3) .content-card.content-card--primary:before,
#c1301 + .grid .card-grid__column:nth-of-type(3) .content-card.content-card--primary:before {background-color:#3482b3; background-image: url(/fileadmin/Bilder/Icons/Icon_Handschlag.png);}
#overlay .card-grid__column:nth-of-type(3) .content-card.content-card--primary .button,
#c1301 + .grid .card-grid__column:nth-of-type(3) .content-card.content-card--primary .button {background-color: #3482b3;}

#c2242 + .grid .card-grid__column:nth-of-type(1) .content-card.content-card--primary:before {background-image: url(/fileadmin/Bilder/Icons/Icon_Willkommen.png);}
#c2242 + .grid .card-grid__column:nth-of-type(2) .content-card.content-card--primary:before {background-image: url(/fileadmin/Bilder/Icons/Icon_Therapie.png);}
#c2242 + .grid .card-grid__column:nth-of-type(4) .content-card.content-card--primary:before {background-image: url(/fileadmin/Bilder/Icons/box_icon_team_alpha.png);}
#c2242 + .grid .card-grid__column:nth-of-type(3) .content-card.content-card--primary:before {background-image: url(/fileadmin/Bilder/Icons/Icon_Kontakt.png);}

#c2272 + .grid .content-card.content-card--primary:before {background-color:#002D4B;}
#c2272 + .grid .card-grid__column:nth-of-type(1) .content-card.content-card--primary:before {background-image: url(/fileadmin/Bilder/Icons/Icon_Willkommen.png);}
#c2272 + .grid .card-grid__column:nth-of-type(2) .content-card.content-card--primary:before {background-image: url(/fileadmin/Bilder/Icons/box_icon_aesculap_alpha.png);}
#c2272 + .grid .card-grid__column:nth-of-type(3) .content-card.content-card--primary:before {background-image: url(/fileadmin/Bilder/Icons/box_icon_klinik_alpha.png);}
#c2272 + .grid .content-card.content-card--primary .content-card__cta {background-color:#002D4B;}

#c2425 + .grid .content-card.content-card--primary:before {background-color:#3482b3;}
#c2425 + .grid .card-grid__column:nth-of-type(1) .content-card.content-card--primary:before {background-image: url(/fileadmin/Bilder/Icons/Icon_Willkommen.png);}
#c2425 + .grid .card-grid__column:nth-of-type(2) .content-card.content-card--primary:before {background-image: url(/fileadmin/Bilder/Icons/Icon_Akademie.png);}
#c2425 + .grid .card-grid__column:nth-of-type(3) .content-card.content-card--primary:before {background-image: url(/fileadmin/Bilder/Icons/Icon_Kontakt.png);}
#c2425 + .grid .content-card.content-card--primary .content-card__cta {background-color:#3482b3;}

/*Stellenanzeigen*/
.page--id-1000024 .top-bar--medium~.wrap--content {padding-top:1rem;}

.page--id-1000024 .navigation--breadcrumb {display:none;}

/* Startseite */
.page--id-1 main {background:#A3D9E7;padding:0 0 2rem 0;margin-top:0;}
.page--id-1 main .content-card {margin-top:0;border:0.5rem solid #fff;}
.page--id-1 header {background:#A3D9E7;}
#c1301 + .grid .content-card__content {position:relative;}
#c1301 + .grid .content-card__content .button {position: absolute;bottom: .75rem;width: calc(100% - 1.5rem);}
#c1301 + .grid .content-card__text:last-child {margin-bottom: 2rem;}


/* Service-Navigation ausblenden */
.wrap.wrap--service {
  display: none;
}

@media only screen and (min-width: 64rem) {
.navigation__logo { top: 0; }
.top-bar--fixed~.wrap--navigation .navigation__logo {top: 1rem;}
.top-bar--medium~.wrap--content { padding-top: 8rem; }
.top-bar.top-bar--medium {height:8rem;}
.top-bar--medium~.wrap--navigation {height:6rem;}
}

/* Podcast */
toujou-third-party-content {
  margin: 0 auto 2rem;
  background:var(--background-color);
}

.third-party-content__placeholder {
    top: 0;
    position: relative;
    -webkit-transform: none;
    transform: none;
  background:var(--primary-color--light);
}

.podcast {
  position: relative;
  width: auto;
  max-width: 100%;
  margin: 0 auto;
}

iframe {
  display: block;
}

/* Therapy Overview */
.therapy-overview {
  width: 100%;
  max-width: 60rem;
  margin: 0 auto;
}

.therapy-overview .text-columns {
  margin-bottom: 2rem !important;
}

.therapy-overview picture {
    max-width: 8rem;
    margin: 0 auto;
}
/*header background*/
.header--half {background:var(--primary-color--light);}


/* FEEDBACK */
#feedback-Fragebogen-1000052 input.radio {border: none;background: none;margin-right: 1rem;}
#feedback-Fragebogen-1000052 input.radio:before {font-family: FontAwesome;background: none;border: none;content: ""\f006"";display: block;color: var(--font-color--light);}
#feedback-Fragebogen-1000052 input.radio.radio--active:before {content: ""\f005"";color: #002d4b;}

#feedback-Fragebogen-1000052 .input-group.input-group--radio {grid-template-columns: 33.333% 2rem 2rem 2rem 2rem 2rem;}
#feedback-Fragebogen-1000052 .radio-group {grid-column: 2;grid-row: 1;position: relative;display: contents;width: 2rem;}
#feedback-Fragebogen-1000052 .radio__label {color: transparent;width: 2rem;display: inline-block;}

/* Consent-Widget */
.consent-widget {bottom:6rem;}

/* Standorte */
.st2 {font-family:var(--paragraph__family) !important;}:root { --toujou-media-copyright-display: none; }:root { --overlay-font-color: rgb(14, 59, 92); }:root { --overlay-bg-color: rgb(255, 255, 255); }
-->
/*]]>*/
</style>





<script>var dataLayer = [];</script>
<link rel=""apple-touch-icon"" sizes=""60x60"" href=""/fileadmin/toujou/assets/1/favicon/apple-touch-icon-60x60.png"">
<link rel=""apple-touch-icon"" sizes=""76x76"" href=""/fileadmin/toujou/assets/1/favicon/apple-touch-icon-76x76.png"">
<link rel=""apple-touch-icon"" sizes=""120x120"" href=""/fileadmin/toujou/assets/1/favicon/apple-touch-icon-120x120.png"">
<link rel=""apple-touch-icon"" sizes=""152x152"" href=""/fileadmin/toujou/assets/1/favicon/apple-touch-icon-152x152.png"">
<link rel=""apple-touch-icon"" sizes=""180x180"" href=""/fileadmin/toujou/assets/1/favicon/apple-touch-icon-180x180.png"">
<link rel=""icon"" type=""image/png"" sizes=""16x16"" href=""/fileadmin/toujou/assets/1/favicon/favicon-16x16.png"">
<link rel=""icon"" type=""image/png"" sizes=""32x32"" href=""/fileadmin/toujou/assets/1/favicon/favicon-32x32.png"">
<link rel=""icon"" type=""image/png"" sizes=""192x192"" href=""/fileadmin/toujou/assets/1/favicon/android-chrome-192x192.png"">
<link rel=""icon"" type=""image/png"" sizes=""512x512"" href=""/fileadmin/toujou/assets/1/favicon/android-chrome-512x512.png"">
<link rel=""manifest"" href=""/fileadmin/toujou/assets/1/favicon/site.webmanifest"">
<link rel=""mask-icon"" color=""#002D4B"" href=""/fileadmin/toujou/assets/1/favicon/safari-pinned-tab.svg"">

        





    

    <script type=""module"" src=""/_assets/06b6999e3e8a558724cbae14c4a6bac6/build/Javascripts/es6/toujou-webcomponents-bundle.js?1690958585"" ></script>


<script type=""module"" src=""/_assets/06b6999e3e8a558724cbae14c4a6bac6/build/Javascripts/es6/tabi.js?1690958585""></script>


    

<link rel=""stylesheet"" type=""text/css"" href=""/_assets/06b6999e3e8a558724cbae14c4a6bac6/build/Stylesheets/print.css?1690958585"" media=""print""/>









<link rel=""canonical"" href=""https://www.naip.de/patienten-angehoerige/""/>

<!-- This site is optimized with the Yoast SEO for TYPO3 plugin - https://yoast.com/typo3-extensions-seo/ -->
<script type=""application/ld+json"">[{""@context"":""https:\/\/www.schema.org"",""@type"":""BreadcrumbList"",""itemListElement"":[{""@type"":""ListItem"",""position"":1,""item"":{""@id"":""https:\/\/www.naip.de\/"",""name"":""Home""}},{""@type"":""ListItem"",""position"":2,""item"":{""@id"":""https:\/\/www.naip.de\/patienten-angehoerige\/"",""name"":""Patienten & Angeh\u00f6rige""}}]}]</script>
</head>
<body>





    





    


<div class=""wrap wrap--master"">
    
        <input id=""navigation-state"" class=""state"" type=""checkbox"" aria-hidden=""true"">
        <input id=""contact-state"" class=""state"" type=""checkbox"" aria-hidden=""true"">
        
        <input id=""selector-state"" class=""state"" type=""checkbox"" aria-hidden=""true"">

        

<toujou-topbar topbarType=""fixed""
               class=""top-bar top-bar--medium top-bar--light"">
    <label class=""top-bar__toggle top-bar__toggle--menu"" for=""navigation-state"" id=""navigation-trigger"">
        
        

        <html data-namespace-typo3-fluid=""true"">

    <span class=""burger"" role=""button"">
        <span></span>
        <span></span>
        <span></span>
        <span></span>
        <span></span>
        <span></span>
    </span>

</html>

    </label>
    
            
                <a class=""top-bar__title"" href=""/"">n:aip</a>
            
        

    

    

    
            
                    <label for=""contact-state"" class=""navigation-contact navigation-contact--mobile""></label>
                    <span class=""top-bar__toggle top-bar__toggle--contact""><span></span></span>
                
        
</toujou-topbar>



        


    <div class=""wrap wrap--service wrap--primary"">
        <div class=""wrap__inner wrap__inner--service"">
            
            


    

<ul class=""navigation navigation--service"">
    
        <li class=""navigation-item navigation-item--service"">
            
            
                    <a class=""navigation-item__link"" href=""/feedback/"">
                        Feedback
                    </a>
                
            <svg viewBox=""0 0 40 1"" preserveAspectRatio=""none"" class=""navigation-item__line"">
                <path d=""M0 1 L40 1""/>
            </svg>
            
        </li>
    
</ul>





            
        </div>
    </div>



<div class=""wrap wrap--navigation wrap--navigation-light"">
    



    

        


    

<ul id=""mainNavigation"" class=""navigation navigation--main navigation--first-level navigation--small navigation--fixed"">
    
        
        <li class=""navigation-item navigation-item--first-level navigation-item--hasSubNav"" page-uid=""217"" active>
            
                <input class=""navigation-item__state state""
                       id=""navigation-item-1-217"" type=""checkbox""/>
            
            
                    
                    <a class=""navigation-item__link navigation-item__link--217-page-uid navigation-item__link--active"" href=""/patienten-angehoerige/"">
                        Patienten &amp; Angehörige
                    </a>
                
            <svg viewBox=""0 0 40 1"" preserveAspectRatio=""none"" class=""navigation-item__line"">
                <path d=""M0 1 L40 1""/>
            </svg>
            
                <label class=""navigation-item__toggle-state""
                       for=""navigation-item-1-217""></label>
                



    

<ul class=""navigation navigation--sub-nav navigation--second-level"">
    
        <li class=""navigation-item navigation-item--second-level"" page-uid=""1000067"">
            
            
                    <a class=""navigation-item__link navigation-item__link--1000067-page-uid"" href=""/service-navigation/kontakt/"">
                        Kontakt
                    </a>
                

            
        </li>
    
</ul>



            
        </li>
    
        
        <li class=""navigation-item navigation-item--first-level navigation-item--hasSubNav"" page-uid=""218"">
            
                <input class=""navigation-item__state state""
                       id=""navigation-item-1-218"" type=""checkbox""/>
            
            
                    
                    <a class=""navigation-item__link navigation-item__link--218-page-uid"" href=""/aerzte-klinik-pflege/"">
                        Ärzte, Klinik &amp; Pflege
                    </a>
                
            <svg viewBox=""0 0 40 1"" preserveAspectRatio=""none"" class=""navigation-item__line"">
                <path d=""M0 1 L40 1""/>
            </svg>
            
                <label class=""navigation-item__toggle-state""
                       for=""navigation-item-1-218""></label>
                



    

    

<ul class=""navigation navigation--sub-nav navigation--second-level"">
    
        <li class=""navigation-item navigation-item--second-level"" page-uid=""1000030"">
            
            
                    <a class=""navigation-item__link navigation-item__link--1000030-page-uid"" href=""/aerzte-klinik-pflege/aerzte/"">
                        Ärzte
                    </a>
                

            
        </li>
    
        <li class=""navigation-item navigation-item--second-level"" page-uid=""1000037"">
            
            
                    <a class=""navigation-item__link navigation-item__link--1000037-page-uid"" href=""/aerzte-klinik-pflege/klinik-pflege/"">
                        Klinik &amp; Pflege
                    </a>
                

            
        </li>
    
</ul>



            
        </li>
    
        
        <li class=""navigation-item navigation-item--first-level navigation-item--hasSubNav"" page-uid=""1000007"">
            
                <input class=""navigation-item__state state""
                       id=""navigation-item-1-1000007"" type=""checkbox""/>
            
            
                    
                    <a class=""navigation-item__link navigation-item__link--1000007-page-uid"" href=""/therapien/"">
                        Therapien
                    </a>
                
            <svg viewBox=""0 0 40 1"" preserveAspectRatio=""none"" class=""navigation-item__line"">
                <path d=""M0 1 L40 1""/>
            </svg>
            
                <label class=""navigation-item__toggle-state""
                       for=""navigation-item-1-1000007""></label>
                



    

    

    

    

    

    

    

<ul class=""navigation navigation--sub-nav navigation--second-level"">
    
        <li class=""navigation-item navigation-item--second-level"" page-uid=""1000015"">
            
            
                    <a class=""navigation-item__link navigation-item__link--1000015-page-uid"" href=""/leistungen/therapien/parenterale-ernaehrung/"">
                        Parenterale Ernährung
                    </a>
                

            
        </li>
    
        <li class=""navigation-item navigation-item--second-level"" page-uid=""1000014"">
            
            
                    <a class=""navigation-item__link navigation-item__link--1000014-page-uid"" href=""/leistungen/therapien/enterale-ernaehrung/"">
                        Enterale Ernährung
                    </a>
                

            
        </li>
    
        <li class=""navigation-item navigation-item--second-level"" page-uid=""1000013"">
            
            
                    <a class=""navigation-item__link navigation-item__link--1000013-page-uid"" href=""/leistungen/therapien/wundversorgung/"">
                        Wundversorgung
                    </a>
                

            
        </li>
    
        <li class=""navigation-item navigation-item--second-level"" page-uid=""1000012"">
            
            
                    <a class=""navigation-item__link navigation-item__link--1000012-page-uid"" href=""/leistungen/therapien/ableitende-inkontinenz/"">
                        Ableitende Inkontinenz
                    </a>
                

            
        </li>
    
        <li class=""navigation-item navigation-item--second-level"" page-uid=""1000011"">
            
            
                    <a class=""navigation-item__link navigation-item__link--1000011-page-uid"" href=""/leistungen/therapien/stomaversorgung/"">
                        Stomaversorgung
                    </a>
                

            
        </li>
    
        <li class=""navigation-item navigation-item--second-level"" page-uid=""1000010"">
            
            
                    <a class=""navigation-item__link navigation-item__link--1000010-page-uid"" href=""/leistungen/therapien/tracheostomaversorgung/"">
                        Tracheostomaversorgung
                    </a>
                

            
        </li>
    
        <li class=""navigation-item navigation-item--second-level"" page-uid=""1000008"">
            
            
                    <a class=""navigation-item__link navigation-item__link--1000008-page-uid"" href=""/leistungen/therapien/pharmazeutische-therapien/"">
                        Pharmazeutische Therapien
                    </a>
                

            
        </li>
    
</ul>



            
        </li>
    
        
        <li class=""navigation-item navigation-item--first-level navigation-item--hasSubNav"" page-uid=""2"">
            
                <input class=""navigation-item__state state""
                       id=""navigation-item-1-2"" type=""checkbox""/>
            
            
                    
                    <a class=""navigation-item__link navigation-item__link--2-page-uid"" href=""/ueber-uns/"">
                        Über uns
                    </a>
                
            <svg viewBox=""0 0 40 1"" preserveAspectRatio=""none"" class=""navigation-item__line"">
                <path d=""M0 1 L40 1""/>
            </svg>
            
                <label class=""navigation-item__toggle-state""
                       for=""navigation-item-1-2""></label>
                



    
        
    

    
        
    

<ul class=""navigation navigation--sub-nav navigation--second-level navigation--has-subnav"">
    
        <li class=""navigation-item navigation-item--second-level"" page-uid=""1000059"">
            
                <input class=""navigation-item__state state""
                       id=""navigation-item-2-1000059"" type=""checkbox""/>
            
            <span class=""navigation-item__link navigation-item__link--1000059-page-uid"">Über n:aip</span>

            
                <label class=""navigation-item__toggle-state""
                       for=""navigation-item-2-1000059""></label>
                

<ul class=""navigation navigation--sub-nav navigation--third-level"">
    
        <li class=""navigation-item navigation-item--third-level"" page-uid=""1000033"">
            
                    <a class=""navigation-item__link navigation-item__link--1000033-page-uid"" href=""/ueber-uns/film-herr-k-will-nach-hause/"">
                        Film
                    </a>
                
        </li>
    
        <li class=""navigation-item navigation-item--third-level"" page-uid=""4"">
            
                    <a class=""navigation-item__link navigation-item__link--4-page-uid"" href=""/standorte/"">
                        Standorte
                    </a>
                
        </li>
    
        <li class=""navigation-item navigation-item--third-level"" page-uid=""1000006"">
            
                    <a class=""navigation-item__link navigation-item__link--1000006-page-uid"" href=""/ueber-uns/akademie/"">
                        Akademie
                    </a>
                
        </li>
    
        <li class=""navigation-item navigation-item--third-level"" page-uid=""1000039"">
            
                    <a class=""navigation-item__link navigation-item__link--1000039-page-uid"" href=""/ueber-uns/fragen/"">
                        Fragen
                    </a>
                
        </li>
    
        <li class=""navigation-item navigation-item--third-level"" page-uid=""1000002"">
            
                    <a class=""navigation-item__link navigation-item__link--1000002-page-uid"" href=""/ueber-uns/engagement/"">
                        Engagement
                    </a>
                
        </li>
    
</ul>



            
        </li>
    
        <li class=""navigation-item navigation-item--second-level"" page-uid=""1000065"">
            
                <input class=""navigation-item__state state""
                       id=""navigation-item-2-1000065"" type=""checkbox""/>
            
            <span class=""navigation-item__link navigation-item__link--1000065-page-uid"">Marken</span>

            
                <label class=""navigation-item__toggle-state""
                       for=""navigation-item-2-1000065""></label>
                

<ul class=""navigation navigation--sub-nav navigation--third-level"">
    
        <li class=""navigation-item navigation-item--third-level"" page-uid=""1000005"">
            
                    <a class=""navigation-item__link navigation-item__link--1000005-page-uid"" href=""/ueber-uns/caremanager/"">
                        care:manager®
                    </a>
                
        </li>
    
        <li class=""navigation-item navigation-item--third-level"" page-uid=""1000004"">
            
                    <a class=""navigation-item__link navigation-item__link--1000004-page-uid"" href=""/ueber-uns/softcaremanager/"">
                        softcare:manager®
                    </a>
                
        </li>
    
        <li class=""navigation-item navigation-item--third-level"" page-uid=""1000031"">
            
                    <a class=""navigation-item__link navigation-item__link--1000031-page-uid"" href=""/ueber-uns/caremanager-therapie-prozess/"">
                        care:manager T.H.E.R.A.P.I.E® Prozess
                    </a>
                
        </li>
    
</ul>



            
        </li>
    
</ul>



            
        </li>
    
        
        <li class=""navigation-item navigation-item--first-level navigation-item--hasSubNav"" page-uid=""3"">
            
                <input class=""navigation-item__state state""
                       id=""navigation-item-1-3"" type=""checkbox""/>
            
            
                    
                    <a class=""navigation-item__link navigation-item__link--3-page-uid"" href=""/karriere/"">
                        Karriere
                    </a>
                
            <svg viewBox=""0 0 40 1"" preserveAspectRatio=""none"" class=""navigation-item__line"">
                <path d=""M0 1 L40 1""/>
            </svg>
            
                <label class=""navigation-item__toggle-state""
                       for=""navigation-item-1-3""></label>
                



    

    

    

    

<ul class=""navigation navigation--sub-nav navigation--second-level"">
    
        <li class=""navigation-item navigation-item--second-level"" page-uid=""1000025"">
            
            
                    <a class=""navigation-item__link navigation-item__link--1000025-page-uid"" href=""/karriere/naip-als-arbeitgeber/"">
                        n:aip als Arbeitgeber
                    </a>
                

            
        </li>
    
        <li class=""navigation-item navigation-item--second-level"" page-uid=""1000024"">
            
            
                    <a class=""navigation-item__link navigation-item__link--1000024-page-uid"" href=""/karriere/stellenangebote/"">
                        Stellenangebote
                    </a>
                

            
        </li>
    
        <li class=""navigation-item navigation-item--second-level"" page-uid=""1000022"">
            
            
                    <a class=""navigation-item__link navigation-item__link--1000022-page-uid"" href=""/karriere/initiativbewerbung/"">
                        Initiativbewerbung
                    </a>
                

            
        </li>
    
        <li class=""navigation-item navigation-item--second-level"" page-uid=""1000023"">
            
            
                    <a class=""navigation-item__link navigation-item__link--1000023-page-uid"" href=""/karriere/faq/"">
                        FAQ
                    </a>
                

            
        </li>
    
</ul>



            
        </li>
    
</ul>





        
            


    

<ul class=""navigation navigation--service"">
    
        <li class=""navigation-item navigation-item--service"">
            
            
                    <a class=""navigation-item__link"" href=""/feedback/"">
                        Feedback
                    </a>
                
            <svg viewBox=""0 0 40 1"" preserveAspectRatio=""none"" class=""navigation-item__line"">
                <path d=""M0 1 L40 1""/>
            </svg>
            
        </li>
    
</ul>





        

        

<a class=""navigation__logo navigation__logo--horizontal navigation__logo--medium navigation__logo--pixel"" href=""/"">
    
    
            
                
            
            <img class=""logo"" loading=""lazy"" src=""/fileadmin/Bilder/Logo/logo.png"" width=""200"" height=""100"" alt="""" />
        

</a>






        
    

</div>








    
    <div class=""wrap wrap--content"">
        <!--TYPO3SEARCH_begin-->
        
            
                


	<span id=""c2240""></span>
	<header class=""header header--ratio-3-1"">
        





<toujou-slider
    class=""slider slider--headercontent slider--default""
    
    
    
    
>
    

    <div class=""slider__frame"">
        
            
                
                    <div>
                        
                                <img src=""/fileadmin/_processed_/6/a/csm_Header_Pflege-Angehoerige_01_4aa07ee225.jpg"" width=""700"" height=""233"" data-width=""2700"" data-height=""900"" srcset=""/fileadmin/_processed_/6/a/csm_Header_Pflege-Angehoerige_01_4aa07ee225.jpg 700w,/fileadmin/_processed_/6/a/csm_Header_Pflege-Angehoerige_01_7cd3fb5d3f.jpg 1024w,/fileadmin/_processed_/6/a/csm_Header_Pflege-Angehoerige_01_85dbf756ae.jpg 1440w,/fileadmin/_processed_/6/a/csm_Header_Pflege-Angehoerige_01_94b48c9d61.jpg 1920w"" sizes=""(min-width: 90rem) 1920px,(min-width: 64rem) 1440px,(min-width: 37.5rem) 1024px,700px"" data-focus-area=""{&quot;x&quot;:900,&quot;y&quot;:300,&quot;width&quot;:900,&quot;height&quot;:300}"" alt="""" loading=""lazy"" />
                            
                        
                    </div>
                
            
                
                    <div>
                        
